scenario;variable;answer_unbalanced;answer_balanced
2;movement;-2;0
2;movement;-2;0
2;movement;-1;1
2;movement;1;2
2;movement;-1;-2
2;movement;-2;-1
2;movement;-2;-1
2;movement;-2;-1
2;movement;-1;0
2;movement;-1;1
2;movement;-2;-1
2;movement;-1;1
2;movement;-1;0
2;movement;-2;-1
2;movement;-2;0
2;movement;-2;0
2;movement;-2;0
2;movement;-1;1
2;movement;-2;0
2;movement;-1;0
