scenario;variable;answer_unbalanced;answer_balanced
3;movement;0;1
3;movement;1;2
3;movement;0;1
3;movement;2;2
3;movement;1;2
3;movement;2;2
3;movement;2;1
3;movement;1;1
3;movement;2;2
3;movement;0;0
3;movement;1;2
3;movement;2;2
3;movement;1;2
3;movement;2;2
3;movement;2;2
3;movement;0;1
3;movement;2;2
3;movement;2;2
3;movement;2;2
3;movement;1;1
3;movement;2;2
3;movement;2;2
3;movement;1;1
